overlap_intensity,extreme_scores,ess,dr_estimates,dr_in_ci,plugin_estimates,plugin_in_ci
0.6658448656259485,76.29,37.98,11.85124172248276,0.0,10.716324200571266,1.0
0.6957578903600778,74.11,38.97,10.453719331511339,1.0,9.244698153001773,0.0
0.973747511157447,81.83,9.87,5.742722832673374,0.0,2.538690081714996,0.0
0.7834023934004896,77.72,7.85,9.746032390549873,1.0,7.244723152424777,0.0
0.7915430279193165,78.76,45.66,6.3661372276828665,0.0,2.855215494146592,0.0
0.0974345864046473,9.21,35.28,8.832984463901028,0.0,6.810164529223912,0.0
0.30162342602213865,44.95,2.29,10.823908221739389,1.0,9.7430629413258,1.0
0.25366367203728024,47.82,0.9,7.100354313248989,0.0,3.0893146614980975,0.0
0.8937228714646945,80.25,60.53,12.286715033303164,0.0,11.084870165385471,0.0
0.23818904895566095,43.02,4.31,9.938513769388434,1.0,8.201910314701257,0.0
0.32965218717453215,61.78,3.63,11.15300722488939,0.0,10.621634117127316,1.0
0.8057843323762262,77.97,71.41,7.508101460901218,0.0,4.296653817820487,0.0
0.3711772339374896,61.34,6.61,9.848116166822084,1.0,4.71079584111023,0.0
0.48412731896659733,68.96,12.79,7.9996755691841095,0.0,5.260746715614466,0.0
0.6646487070505769,76.44,41.58,8.384964213727573,0.0,4.454841661390755,0.0
0.7983321929693774,75.69,11.46,7.3674429912564525,0.0,5.824705546136187,0.0
0.24027036045226935,47.77,3.86,10.406737071278808,1.0,9.25625515644716,0.0
0.15741741150497546,19.6,24.2,9.972304006850319,1.0,9.132333511446559,0.0
0.7081072161454072,71.63,2.39,11.833545856010023,0.0,10.62465056765347,1.0
0.19010263026422214,25.4,40.72,11.856099026950334,0.0,10.990384541180282,0.0
0.9220046955423694,80.79,32.85,6.608808945146071,0.0,2.430299472047035,0.0
0.7321533358009821,80.99,1.67,8.279429840663525,0.0,7.822839726371379,0.0
0.1360917312551837,20.25,8.04,9.453031472078347,1.0,7.35261966377577,0.0
0.8325191039769084,83.76,81.2,12.778093597783467,0.0,5.729916774903467,0.0
0.19919704123245807,45.1,13.18,10.76177529513096,1.0,10.731474673522818,0.0
0.13803614563542965,30.79,34.06,9.863554697099406,1.0,7.884783232157375,0.0
0.8149806283402925,78.12,51.55,11.966206711138698,0.0,10.231848877439933,1.0
0.8565453793375732,78.07,85.74,9.375601924583503,1.0,7.431325655701034,0.0
0.2548271968514003,52.08,9.05,9.793009243054167,1.0,8.785985967035167,0.0
0.41861930769220534,64.95,8.86,11.029565107221623,0.0,10.198183560597263,1.0
0.10278510246993355,9.75,38.29,11.36955441478566,0.0,11.264441437994861,0.0
0.9660379096006678,81.39,83.69,9.380365905647484,1.0,6.638655876493801,0.0
0.6999134485444188,74.31,15.25,7.715603011626027,0.0,5.289732654747209,0.0
0.5939035338654634,74.7,27.21,10.56190257179818,1.0,7.844096555930472,0.0
0.01555779839964011,0.79,87.56,9.51445231273226,1.0,9.584984085249205,1.0
0.7243786346288437,79.01,38.88,11.12548445486151,0.0,9.680969444436302,1.0
0.5994952010950719,77.62,11.66,9.807240944283366,1.0,6.833592475114984,0.0
0.8017565812392112,79.65,57.67,10.330270228530331,1.0,5.467254914561691,0.0
0.7276804204846501,75.54,13.72,12.74201073993311,0.0,11.691020333490476,0.0
0.2648260747492217,54.7,10.75,10.395003330036257,1.0,9.483987356684317,1.0
0.2998555555038097,58.76,10.51,9.49159704964842,1.0,9.356894653502822,1.0
0.5072508736588422,71.73,0.58,12.996495334432765,0.0,11.709439589404097,0.0
0.2697823480192616,55.94,0.1,8.449780167799762,0.0,6.412379452074695,0.0
0.6140604006286591,78.12,55.52,11.136339622213255,1.0,8.990984728004786,0.0
0.7141848578091564,73.47,41.87,12.062513722167223,0.0,10.723004231766009,0.0
0.019612511738915983,1.34,81.62,9.669792967319292,1.0,8.967499929752499,0.0
0.6303013172698301,74.21,12.42,8.337930777215703,0.0,3.8563462150942045,0.0
0.7742162825799226,81.78,55.01,9.756576694801394,1.0,6.388992678378607,0.0
0.7177771917380084,74.36,22.52,6.633985979127897,0.0,2.783417338039768,0.0
0.5172177475456171,75.3,33.91,8.807127300378337,0.0,5.437473203335773,0.0
0.21832921938522443,47.08,11.32,8.942970758499028,0.0,4.101423366490754,0.0
0.26174307134429164,51.24,0.3,8.045105527617038,0.0,3.4238145127214086,0.0
0.23009653585523715,50.3,3.13,10.910688603798993,1.0,10.832397392632783,0.0
0.9281088502067846,81.19,80.28,10.214297143218726,1.0,3.9243691828056337,0.0
0.6634658184774335,77.38,16.99,11.388866927167175,0.0,10.113773142363545,1.0
0.646175880839515,78.12,58.98,10.587600549808961,1.0,8.399146069587243,0.0
0.18386559028984328,30.94,10.25,9.639046321053188,1.0,9.184120664816799,0.0
0.33338992895764263,51.34,3.71,10.551657070588703,1.0,9.230031889085524,0.0
0.9363186146878055,78.42,63.54,13.498518923429788,0.0,10.322905004189726,1.0
0.22722424921524764,42.33,18.1,11.35567624267663,0.0,7.448138303529317,0.0
0.8884896984857671,78.76,64.04,9.139698446385271,1.0,5.798403899765696,0.0
0.24915245667055919,49.46,13.16,11.130552614104026,0.0,10.76893381183507,0.0
0.7223557942534387,77.03,43.5,11.062838345516628,0.0,9.44450496989031,1.0
0.695390343452058,73.76,8.69,11.423069310870563,0.0,8.476255130257282,0.0
0.29490142376439865,47.87,21.9,9.073534405447088,0.0,8.441264222516724,0.0
0.9145903718342214,78.96,78.18,7.619099269970247,0.0,3.2314690422823857,0.0
0.012582541034420247,1.09,89.4,9.31185161075436,1.0,7.785333118054196,0.0
0.3092602169428632,58.17,2.18,10.047503767568445,1.0,6.835066554865741,0.0
0.5717009538108073,76.04,13.67,7.9577479646981075,0.0,4.846070900043036,0.0
0.059731774904987045,3.86,66.79,9.730579067016919,1.0,9.541895239669932,1.0
0.01889693552051208,1.68,87.83,10.117822884683807,1.0,9.596975246206561,1.0
0.4801185524289533,69.46,7.55,8.516205146744554,0.0,5.036463569803829,0.0
0.8417352293848193,78.07,70.18,8.51011735769735,0.0,3.3629808975015187,0.0
0.3472078701665947,61.44,12.37,12.991790901723919,0.0,10.729033630958613,0.0
0.5260575842812799,68.32,3.48,10.030854800972547,1.0,5.80550077604345,0.0
0.43774491455887776,70.1,4.39,11.04420147232798,0.0,10.438516336106282,1.0
0.46628462476321764,66.58,0.37,14.638693306232849,0.0,11.026219288053296,0.0
0.9659394425274603,80.94,73.57,7.36991885629351,0.0,2.581687664562351,0.0
0.19696368316732715,42.48,18.55,7.8873201383618525,0.0,3.95149730646151,0.0
0.20856209803537085,37.13,9.22,9.659996822095598,1.0,8.732853299688749,0.0
0.4299832855090081,70.74,0.31,11.729908119821744,0.0,8.44302711783999,0.0
0.5958613274533571,74.26,6.17,6.159791664628356,0.0,2.2224736974546326,0.0
0.36167987794537293,57.43,42.33,11.648574796014074,0.0,10.39834488422161,1.0
0.9151242829000156,78.71,6.88,10.179265187373346,1.0,2.1586760399777947,0.0
0.04690445315431768,3.81,73.5,9.2070363178675,1.0,8.644967524261244,0.0
0.13778881064343007,24.75,16.74,11.338273726228705,0.0,10.625664767741991,1.0
0.4287158923419603,67.08,8.91,13.072391413808376,0.0,10.782734923851606,0.0
0.9425776307620284,78.96,70.3,5.607070649552745,0.0,3.3266865450503684,0.0
0.5416118218693416,70.35,0.91,7.982181780958754,0.0,3.5567636332001515,0.0
0.6354066899139275,76.14,37.78,9.957152441628024,1.0,5.742877823903458,0.0
0.5059075462522671,70.64,18.55,10.342287713279372,1.0,6.734620350295833,0.0
0.5525754818454628,75.2,10.15,10.731507922751081,1.0,9.217721124059432,0.0
0.19067148565721348,29.31,38.53,10.212152767821731,1.0,9.646955791832637,1.0
0.5240854715346513,69.65,25.06,11.008160246464342,1.0,10.42730986065071,1.0
0.010588351305168997,1.78,88.49,9.789727840840474,1.0,9.785720772349778,1.0
0.8556504604327645,81.88,79.69,5.562173653717811,0.0,2.019957385143703,0.0
0.01281588623474339,0.99,90.54,9.437006590986817,1.0,8.411325921330802,0.0
0.7846883799170358,75.69,41.52,11.115909435925852,0.0,7.779365786958795,0.0
0.8757890846915898,77.72,55.26,12.157030763032788,0.0,4.856570102527247,0.0
0.03572006230932123,4.21,68.86,9.171755655973884,1.0,8.830823602698812,0.0
0.9306679908729208,78.37,54.39,9.404405674586199,1.0,3.630414077441575,0.0
0.34905130204188406,57.03,5.51,11.134121119594823,0.0,10.487472946249133,1.0
0.6795947355355255,76.29,41.35,11.463068608352435,0.0,6.83252994583503,0.0
0.2813393603118345,49.26,9.2,8.49043875309162,0.0,8.029873658911557,0.0
0.7025718312836478,74.95,64.31,8.54943513523595,0.0,3.680192982482922,0.0
0.04043813093087678,2.03,79.5,9.51796358327469,1.0,9.40843049496258,1.0
0.5345468828055061,76.78,0.91,8.51679049834839,0.0,8.339870712989065,0.0
0.13292565541010393,17.57,0.72,10.569264279252968,1.0,9.815459255277421,1.0
0.6111231306354542,74.36,30.37,6.706660399721983,0.0,5.053691317242007,0.0
0.8680888632985677,79.26,55.59,11.63843429387881,0.0,8.700421982593122,0.0
0.708085391475692,75.54,4.31,9.953159336350941,1.0,8.565315972048921,0.0
0.2630376021263098,46.49,16.5,7.266291500573976,0.0,6.62419301760447,0.0
0.4270932441981963,67.03,0.32,11.902512671614952,0.0,11.123226997571313,0.0
0.9518458011924527,82.23,82.78,8.875147749218593,0.0,3.8444260953083105,0.0
0.0676485014322965,6.53,58.44,10.405279082446508,1.0,10.93492713179545,0.0
0.060228009690523665,4.55,71.13,10.97090910106598,1.0,10.451506910218272,1.0
0.9858610569534654,81.19,82.42,13.006522081711704,0.0,2.7445892731073163,0.0
0.5783165616727557,71.24,12.53,9.600146734710481,1.0,6.783183490952208,0.0
0.6369243763537412,77.18,0.05,8.990612373323504,0.0,8.941075981480399,0.0
0.7508316326646783,78.17,49.35,9.131606778691351,1.0,4.577101981625876,0.0
0.5581818704674311,69.21,22.77,8.774522867736268,0.0,9.3157861104182,0.0
0.8047431169970561,78.07,37.81,12.771672308744003,0.0,7.510515744989054,0.0
0.13676682149529507,24.65,25.95,9.625447421308195,1.0,8.756621917026296,0.0
0.5259558072316476,72.38,19.16,11.92509569186337,0.0,10.200415981564575,1.0
0.34105789552378163,62.82,9.85,12.574616191884296,0.0,10.93078945391582,0.0
0.27342847624504896,50.5,2.13,9.840675435625982,1.0,9.357124680755428,0.0
0.6288657702143163,75.5,48.11,9.664888657625736,1.0,9.22700574910587,0.0
0.08777103601091729,10.15,48.89,10.358172246983816,1.0,10.340876795331328,1.0
0.44730637742892954,71.58,0.44,8.489388917202433,0.0,2.9283932240779382,0.0
0.8705357763617964,80.59,76.05,7.831440188108998,0.0,1.2712408904315924,0.0
0.13483299234106783,14.41,41.61,10.118035509248491,1.0,9.140380308375898,0.0
0.20816801247171823,33.56,17.18,9.06656656801446,1.0,7.631534192819809,0.0
0.5115184147754664,69.5,2.89,12.107694771867397,0.0,11.000216337545107,0.0
0.957598392800471,76.39,63.46,8.134478992181947,0.0,4.845990721153409,0.0
0.49211634036041585,69.6,20.81,8.987267637853062,0.0,7.330635203614219,0.0
0.6695977176104595,75.25,11.69,8.875616510727292,0.0,3.356974654308278,0.0
0.5275151987749088,68.91,15.86,9.44606461363669,1.0,7.883117263522552,0.0
0.094625564170991,13.22,52.99,9.463976006347966,1.0,8.75195377066735,0.0
0.3755286162752465,62.72,21.72,13.155224227800936,0.0,10.462501177194023,1.0
0.793193476477201,78.42,66.33,10.616621280242649,1.0,9.83572307692763,1.0
0.987892400999095,83.86,90.42,11.592793059403071,0.0,3.384768159653102,0.0
0.5078390689587552,72.48,41.23,12.851086876465219,0.0,12.291649021122375,0.0
0.572147077313557,71.09,2.54,8.859780442179693,0.0,3.394245981192111,0.0
0.16022985096522102,34.8,13.24,8.62581879143916,0.0,8.122749951823385,0.0
0.9738776233761606,81.14,57.86,12.156233483298566,0.0,9.512675471989725,1.0
0.22643111874940858,44.21,24.09,8.491995872068669,0.0,6.323474876792598,0.0
0.18294626004476067,30.64,36.67,9.293029188666827,1.0,9.396019735215207,1.0
0.3686145135083543,62.77,9.58,10.559672311431388,1.0,10.06068391519918,1.0
0.04485682120898504,2.97,82.08,9.89810375298274,1.0,8.994196730325207,0.0
0.532563991619338,70.15,1.58,9.780269227039069,1.0,7.746470363120778,0.0
0.6382500315010501,77.72,4.35,12.982291308031925,0.0,7.605808713122819,0.0
0.9061460852029226,79.65,73.16,9.869381983684228,1.0,3.2257773741001183,0.0
0.31076299617974357,54.6,11.75,8.127342442421426,0.0,4.124287127006004,0.0
0.40336859523439905,69.36,10.88,12.554394535683109,0.0,10.960102239110736,0.0
0.1259744368635789,24.21,26.24,11.980168093662536,0.0,10.876080499652339,0.0
0.34903940973158565,57.43,7.44,8.07627208025866,0.0,3.1197419252441123,0.0
0.9424820064207774,78.86,51.27,10.51230192033107,1.0,10.050188266348101,1.0
0.6233239290822609,75.69,4.68,4.292149920462195,0.0,1.6253857899151838,0.0
0.8129977681314295,80.74,84.42,12.55230523353979,0.0,7.500205451852566,0.0
0.5402397556913804,69.65,11.28,8.652609949167362,0.0,5.748920010049679,0.0
0.24501771879677614,41.73,25.32,9.71447408107497,1.0,8.8876296020322,0.0
0.4598879338620232,67.67,3.88,8.717054419927951,0.0,6.40307399916703,0.0
0.608179766374498,78.02,63.5,14.958392655566412,0.0,11.787504222906756,0.0
0.8800816152010323,81.49,80.55,8.131730702566447,0.0,4.7797320154576255,0.0
0.9921649972837001,78.47,39.21,6.5066288352238715,0.0,3.2047147833258873,0.0
0.8829908168616083,79.46,68.29,9.003238888109482,1.0,7.081762040505249,0.0
0.5851268040424894,71.53,33.37,12.92284998160747,0.0,9.302453532029382,0.0
0.9609068082509066,80.5,15.58,9.249978507819188,1.0,3.583086022735171,0.0
0.7284973495948451,78.76,66.59,9.323545856161045,1.0,2.9804016819377837,0.0
0.33634613386498,66.93,2.5,10.510660296701237,1.0,9.956032393475105,1.0
0.9450462199046664,81.63,80.52,10.669802056600966,1.0,7.106469446757074,0.0
0.5409691266026266,73.51,4.31,9.420429246875797,1.0,8.429345575054532,0.0
0.7425190002945485,75.94,6.6,10.263932018902095,1.0,9.40995159128657,1.0
