overlap_intensity,extreme_scores,ess,aipw_shared_estimate,aipw_shared_stderr,aipw_shared_ate_in_ci,dm_shared_estimate,dm_shared_stderr,dm_shared_ate_in_ci
0.39335982733700126,70.15,21.87,6.624204440811353,1.8698435056838352,1.0,9.536766791560753,0.0036569117649082666,0.0
0.5253056736008165,68.51,40.47,9.050722880870055,1.1237004665996928,1.0,8.76803381830347,0.010674181876112682,0.0
0.6252867426303835,73.22,0.26,6.045194321867596,1.685016033558936,0.0,9.540152324406172,0.009370992908772852,0.0
0.7519220035722157,73.91,27.11,14.234244391702092,1.61000394434203,0.0,11.207081279427817,0.012026241039221891,0.0
0.7795156397475654,71.34,26.02,11.651663490283987,1.1660671878941138,1.0,10.159198434095915,0.01235938290947644,0.0
0.3340392183499371,58.07,2.59,9.677925933282047,1.4384153353455287,1.0,9.997124279602446,0.0038855831779720435,1.0
0.18302293530005254,29.31,16.49,8.970668564736528,0.8896291885945862,1.0,10.316436169952924,0.004899528078578327,0.0
0.8218978287671166,83.61,59.79,14.489067907333014,1.9352318549150558,0.0,11.63503316804019,0.0023205704557252476,0.0
0.5322257891645895,67.23,0.79,9.248688491685094,1.6058657914656158,1.0,10.847249346419144,0.005818051048170636,0.0
0.827367893874913,77.67,12.4,9.71755058851676,1.2234015211030895,1.0,10.124107529496282,0.0019487838312518234,0.0
0.9849433692434568,79.8,67.25,10.724558286795986,1.9613048946886689,1.0,9.182041578802856,0.014144192681977547,0.0
0.8250567628665865,77.08,66.95,10.698524335563937,1.676343548585161,1.0,9.408752638749524,0.0025961546097812743,0.0
0.2923710747679804,54.7,7.41,10.902562517547718,1.755866651377844,1.0,9.628675223100512,0.004112552208106768,0.0
0.598429681128406,78.02,1.93,7.57435257261031,1.270479297852471,1.0,10.295123933372333,0.01216312770467198,0.0
0.9405076830071205,79.06,49.76,9.030839015762258,1.303770572859315,1.0,11.279019463265332,0.004760173984403392,0.0
0.6881745330010954,77.52,38.59,10.047945913305886,1.7189049595393433,1.0,8.726333366151952,0.007374976795990037,0.0
0.8553918852702501,79.36,68.37,10.08152737466769,1.201587855217998,1.0,10.601341327333287,0.01397957058632569,0.0
0.8983455305489854,80.1,53.69,4.211290144319592,2.9192540182034183,0.0,11.383760801045037,0.006854142413330113,0.0
0.01471396580541462,1.68,89.85,11.22678926783841,0.9193904221286372,1.0,9.363273708073436,0.009086212200980048,0.0
0.35673371230325157,65.15,5.66,8.493895720347817,1.292254663022974,1.0,9.20915326875658,0.005281199930610755,0.0
0.972119049811444,79.46,83.93,5.843696039175089,2.1568039476932586,1.0,9.575235999464205,0.0037106875429401107,0.0
0.2787649321523793,56.39,9.79,4.396508839468721,2.912760979817453,1.0,9.39801321866687,0.009960182803859255,0.0
0.6173773372239103,73.66,22.94,10.815122516387365,1.2482193192652362,1.0,11.763145045902574,0.0040074776130945376,0.0
0.9347921483814228,81.73,93.05,10.190484194586833,1.2982897088599714,1.0,11.194114042990186,0.009736034943556474,0.0
0.66896821406934,78.56,25.79,12.007695266112593,2.4698766206263993,1.0,8.076023504870905,0.003795375496596434,0.0
0.5646509368658857,75.69,12.21,11.815754464379923,1.1235044830122711,1.0,11.887136954229588,0.021663565725904218,0.0
0.6870927554510315,72.67,0.51,5.716814027476101,2.0293457571237363,0.0,8.158091626989744,0.004345736792133861,0.0
0.84382984579112,79.36,77.35,6.873321883710105,1.6098815985305746,1.0,10.420365209907931,0.005172277707349079,0.0
0.2609894001927553,52.77,7.71,11.880057066249126,1.668040123958729,1.0,10.189175729943766,0.0057156325748354145,0.0
0.38303150551244236,61.88,8.83,9.374406774029827,1.5285975342603966,1.0,10.572311530771321,0.008871715331404118,0.0
0.8901384072156409,78.27,55.52,15.13026834324267,2.8780704577511362,1.0,9.92486551981061,0.012650055746795223,0.0
0.4923341351520403,68.81,0.15,10.628669403392136,1.1108141083420429,1.0,10.422528797707887,0.010572560742784811,0.0
0.73230976803212,74.06,16.17,10.17330408517963,1.709584166649064,1.0,10.739474470358479,0.0028039175091890737,0.0
0.7292666697153948,75.2,58.77,10.540211136426155,0.8143008900593944,1.0,10.695648755814096,0.004497926717488813,0.0
0.9851387331336272,78.56,18.01,12.077323213747622,2.8351692635637358,1.0,9.942138642792045,0.010613344472303719,0.0
0.9529103488992489,80.89,83.4,11.746464097284104,2.2380194651054137,1.0,11.498177920918154,0.01557303378210565,0.0
0.09057525159496282,8.96,61.71,10.980213912646962,0.772454772599172,1.0,9.984582557438564,0.0005674956105365981,0.0
0.2312640112059008,35.15,23.87,7.806147255668491,1.5643637460158915,1.0,9.026919535630185,0.005889914166790535,0.0
0.9424525187696619,79.95,79.51,10.992832737880459,1.3556349843795579,1.0,9.86203721945564,0.01421418366888278,0.0
0.2596352531456727,53.71,9.6,10.341607330336744,1.8340387006880665,1.0,9.10308959519167,0.002978031443720443,0.0
0.9528067736926474,80.64,84.86,10.987199306395578,1.6170144790112313,1.0,9.374037638806593,0.007892755376187329,0.0
0.25240188713555833,42.77,2.15,7.139894262927075,1.4277240597194456,0.0,8.985279950499496,0.006292384288143836,0.0
0.6771887839311481,78.22,29.7,9.271712698384565,1.0950394390491522,1.0,9.954591103050534,0.005820866379231535,0.0
0.2438514967835348,49.8,9.25,10.630102206245041,1.0828371760093851,1.0,10.234596699809968,0.006892945728686315,0.0
0.77407590541043,80.94,11.78,10.683999422373052,1.294351292739058,1.0,9.1157571589661,0.0018236390109119002,0.0
0.027340840560740265,1.78,84.35,11.036328010723123,0.8008712112502285,1.0,11.053429555127968,0.006804588137040145,0.0
0.1390835443298788,20.05,37.85,10.391678883314121,0.9270840725987124,1.0,9.816040949011894,0.010832184924443431,0.0
0.8260516672205501,79.06,2.99,8.232711361002387,1.3251512504492626,1.0,9.32239325206034,0.0032341542777540137,0.0
0.8252445188622123,79.06,35.7,10.731613996510786,2.1802255518889027,1.0,10.14062930466058,0.010089774606227434,0.0
0.5710473169926636,71.09,3.84,12.148681487241209,1.396740788080277,1.0,10.202655817611893,0.011409748693445335,0.0
0.18646486743383184,27.03,28.72,9.919074850315868,0.9520300570363505,1.0,10.85459740279063,0.009823166656357268,0.0
0.866047127431216,76.24,24.16,9.388550282246564,1.2478386706315125,1.0,9.61911681662358,0.0076313002955779394,0.0
0.8378573631526163,77.92,70.82,8.656204773777361,1.8622808202477856,1.0,10.654228507379718,0.014210448401707201,0.0
0.3146672420860107,55.69,3.26,8.56562036566059,2.076016832626354,1.0,11.297740865465384,0.005688891841663692,0.0
0.7807844126836448,77.77,35.12,9.999456594180598,1.7589987602906638,1.0,9.522269326880465,0.0078266832951241,0.0
0.08763779211521283,9.6,47.52,8.482598305914387,1.1619468957507133,1.0,11.297917036685417,0.007147364533434089,0.0
0.09700641857641878,13.02,36.08,9.809064117763983,0.9934917330330777,1.0,10.81949380824254,0.004818785478561995,0.0
0.6274903728561079,78.17,35.09,8.402050180802057,1.5766252758674422,1.0,9.62541069784156,0.0034374404219449177,0.0
0.6270856156533618,75.45,33.73,6.3764700163868335,1.8384275003996664,0.0,7.893483121936193,0.021922208307440287,0.0
0.18972880306701478,38.61,5.4,10.591726061797935,1.1379188066103116,1.0,9.941121253597682,0.002584838503655513,0.0
0.03418916837525843,2.28,77.28,8.849106427374831,0.8036746664111566,1.0,10.299130728532287,0.0050061617553864984,0.0
0.997639490073693,81.09,78.71,8.13358064703937,1.3210677015883225,1.0,9.831751368066438,0.011317662417238219,0.0
0.7094781483550968,80.15,25.95,11.525058927580698,1.6398460236105197,1.0,11.701952394343333,0.012598548097466201,0.0
0.6328056086248072,73.91,13.34,7.661361306022323,2.0509807158926314,1.0,9.603761643513238,0.008034642489651,0.0
0.8491822956915259,78.22,5.61,8.475920036468104,1.7651897389959024,1.0,9.78827941315776,0.014540829508230399,0.0
0.8330312976251301,80.25,43.86,7.550985009562766,2.3757771688110503,1.0,8.515689588562745,0.007244980984975226,0.0
0.2518575265715274,49.41,5.43,5.395390789411274,1.83676288173175,0.0,9.117910923823711,0.009965122214741108,0.0
0.39688560231578884,59.75,11.39,11.304638140536193,2.4197207756811534,1.0,11.89774370922368,0.00442586116731733,0.0
0.6500436614514349,72.28,10.34,8.790408856418608,1.4945077530781292,1.0,9.061055785397096,0.0074914851087156615,0.0
0.5154412797255433,67.57,0.29,8.65176420404244,2.091938137318674,1.0,8.922442453754847,0.0045176156350722535,0.0
0.6237006579239296,70.2,5.0,10.809409602489858,1.245899307169871,1.0,9.68201800096828,0.003198836979492228,0.0
0.6402954291394489,76.88,33.52,10.65189219760832,1.586406798050115,1.0,9.605473983085323,0.004259847487699135,0.0
0.6268551189777473,72.23,30.01,12.74486692991427,1.4083205033317234,1.0,11.75388792156053,0.005531284136882133,0.0
0.9838817439495138,79.21,4.85,8.998481257121826,1.4847015446430443,1.0,8.604230882238436,0.005200865711059321,0.0
0.613325121307949,74.9,9.15,7.69799236450474,1.38519146683792,1.0,8.125771280759642,0.007090962225282589,0.0
0.8390779556484316,77.23,73.84,10.25029122846406,1.8111589555387664,1.0,11.570941437097028,0.004482025541811759,0.0
0.10046522021470217,9.75,54.76,10.177094497677723,0.9779685816311956,1.0,9.169747893962926,0.014484052227127706,0.0
0.8872012198628841,78.42,0.1,11.900075839053466,2.236613347224512,1.0,8.830362759967429,0.00834128443979058,0.0
0.7670241485723969,78.86,15.0,8.279852542932794,1.6279574972805775,1.0,9.073662657089063,0.0018721467814373598,0.0
0.008792223613122485,0.79,89.07,9.67420648862504,0.6524835074053894,1.0,9.949141652628123,0.0023426731932884868,0.0
0.7375794682063771,76.68,18.74,10.947842391101618,1.6066037877781085,1.0,9.831845859967904,0.010043933666200799,0.0
0.36502908418156277,60.54,10.85,8.835257560893321,1.3894082701788604,1.0,10.648697426220972,0.006055690688857979,0.0
0.2547883417768626,41.34,25.99,10.08654446618249,1.5446583746534943,1.0,8.864591001607046,0.007293445370204521,0.0
0.6523385962788223,74.31,2.62,11.26225300267223,1.86561086506245,1.0,9.671762446941335,0.005804651405770333,0.0
0.9541016604139031,78.81,37.49,6.435305423988648,1.771760167718933,0.0,7.276000547872271,0.002613748478540168,0.0
0.8888180360875629,79.65,32.6,12.68148826378104,2.8352701287970237,1.0,10.268934358773226,0.022856388804334733,0.0
0.9622891066232017,79.16,69.69,6.992490542345277,3.6193894905438184,1.0,9.575990648442687,0.0025951488467076487,0.0
0.8824358542983756,77.97,37.94,10.080911597911372,1.0590998500895918,1.0,9.662116694331143,0.016595991022748384,0.0
0.5291033908852473,73.12,27.42,11.966308583699304,1.6084879632921172,1.0,12.095267045881329,0.011339684497596465,0.0
0.039791736736540684,2.43,80.69,10.954608305687202,0.9425000949908495,1.0,10.003430691574879,0.007506987352786804,1.0
0.6820628108067398,76.53,48.17,8.096860001854042,1.4808573027096887,1.0,10.061487210200063,0.006229400574268791,0.0
0.3935123631679641,58.61,7.71,10.753572672687158,2.2115636320647893,1.0,9.226807936236597,0.006586657010346893,0.0
0.16499757036931906,31.73,22.88,10.12411363081608,0.951712250831429,1.0,9.976318875832611,0.0015725091454259375,0.0
0.6848623932284104,75.69,20.42,14.029209660934585,1.4938401955402463,0.0,11.936508845857324,0.006494854546614633,0.0
0.42725802210246255,64.01,0.52,7.877278887798809,1.0481742709094721,0.0,8.776309197382599,0.0191454931093046,0.0
0.06368301184867009,4.01,67.71,9.795869790650958,0.9113109210769473,1.0,10.195897118333141,0.0009219202725450828,0.0
0.4660511209922701,67.38,23.06,8.721762239169161,0.9694058072079716,1.0,9.696389846405642,0.0031655994015396165,0.0
0.41701834553093775,60.0,34.06,10.495210285298214,1.9913252628135751,1.0,11.259171960285718,0.0011213971952327053,0.0
0.11929066734802207,18.96,36.85,9.145332878786913,1.0986641018658692,1.0,10.798090929142145,0.004584117202503258,0.0
0.5269846793630297,69.6,33.95,5.539126601608444,1.8768614365275331,0.0,9.726929939618863,0.004272344506857257,0.0
0.5182622859072655,76.44,0.68,10.46064142259014,1.160917784691215,1.0,11.861698157164097,0.014811913519674803,0.0
0.6471536538308431,76.88,2.66,7.734679819615893,1.8302369359479314,1.0,8.510103749600603,0.0027321531193067387,0.0
0.8957988379635335,80.84,24.54,10.506864620782421,2.762328885055263,1.0,9.313411430557343,0.0070610942282142,0.0
0.9012951177336763,79.65,77.36,11.249711334395945,2.0619138069604546,1.0,10.187124544455964,0.008914171868206464,0.0
0.8274144082843774,79.5,28.2,9.036200146353943,1.2356048747326907,1.0,9.130324144700195,0.003932023803741591,0.0
0.6231337854272636,73.37,47.22,12.620500581690765,2.4823208526471015,1.0,10.926960940084868,0.006451664454494687,0.0
0.940321282823952,80.69,75.7,4.36851700563221,2.311042455303751,0.0,9.420555394598702,0.008452758116654644,0.0
0.1987170916838612,40.89,0.51,10.246196433221808,1.7533712186021286,1.0,10.302501978580354,0.006230744100066724,0.0
0.05700469689655274,4.6,75.01,10.483433261962395,0.5783849978406526,1.0,10.4712723557682,0.0008425302406388925,0.0
0.16780654646431703,27.52,23.53,10.602735573453264,1.5112148686702016,1.0,10.42034756667086,0.004497187677742356,0.0
0.22886072389168077,48.07,2.98,8.245439239931574,1.1203845299418396,1.0,10.111217498386276,0.004153947645126599,0.0
0.7450547242712293,77.82,53.71,9.349919425020273,1.4242127473745854,1.0,9.084650128371061,0.004075650952052713,0.0
0.6698944742066409,81.68,10.36,9.039569376090366,2.2676481410741336,1.0,10.844097655248593,0.007657149853010818,0.0
0.4639536869415686,63.12,18.27,13.131029169477065,1.9989788234494157,1.0,10.760367645396016,0.015537131834692549,0.0
0.7284374230759658,79.41,58.87,9.037242415891344,1.5337784560930756,1.0,9.619483048095212,0.007818570656566213,0.0
0.1485726622170176,33.66,23.02,10.305662478863566,1.0353907378305733,1.0,9.936449899284867,0.00233043713521986,0.0
0.5620918809611862,71.49,1.14,9.168815073556845,0.787471758360218,1.0,9.551410354751404,0.002081225254204177,0.0
0.6540357024933332,75.64,32.49,10.54170008986523,1.9623427684021146,1.0,9.458442637583667,0.012593973249502266,0.0
0.9602804133489534,81.93,87.9,7.724943157946418,1.858894948647744,1.0,9.143764996588853,0.013909911300314187,0.0
0.4750760263862678,68.71,24.94,10.820685494657848,1.219592769233083,1.0,10.967375986538794,0.012461271217336192,0.0
0.8230374727019828,78.17,57.89,7.014221080914205,2.47962214951826,1.0,10.2806493361176,0.005223201147821707,0.0
0.42767421582735,70.2,1.5,11.957092516756216,1.0023317110852152,1.0,12.316765286976292,0.004018154769968903,0.0
0.9723311821501887,76.58,45.52,13.27849785137152,2.7358675277299644,1.0,10.503755700746225,0.01176253510048175,0.0
0.1536802545130862,21.29,31.43,7.392221025334372,1.094592217759716,0.0,9.008002118554767,0.004785316790636247,0.0
0.24163909206864642,43.96,1.4,10.273003834866893,1.3131262666545531,1.0,7.894131082944945,0.015480417413560368,0.0
0.7529716143526859,78.96,71.56,11.883216049602673,2.6928581488102705,1.0,9.563883179564113,0.002995347626937569,0.0
0.07695592676675878,5.89,59.1,9.752841287884939,0.783430189955197,1.0,9.784750940175565,0.0050209799315855275,0.0
0.016974103255014028,1.49,86.56,12.209176905973571,1.0752321742968907,0.0,9.222230808857288,0.006051321130404871,0.0
0.32895648158028135,65.35,19.81,9.88666951674994,1.3096002016990225,1.0,7.566621040952783,0.008525624228152224,0.0
0.16256147967507273,26.29,13.57,10.211259373744051,1.0601554264429194,1.0,10.126567884736923,0.004072154057442946,0.0
0.9732971199409273,79.7,77.03,9.087653064662211,1.3769940851937832,1.0,9.99294536124019,0.009807532412667217,1.0
0.22054321687158562,42.82,9.31,11.869453097638672,1.396649976079757,1.0,10.210520227751175,0.007004543384806664,0.0
0.53343227538912,71.09,6.49,12.052629703192359,1.6284563178971436,1.0,11.895674179787331,0.01125792203448103,0.0
0.3231531834440884,54.7,18.25,10.005876507498133,1.5377958990111433,1.0,10.561567572814091,0.011016862754716217,0.0
0.4889171198126048,69.75,1.67,8.790369906715233,1.6416325423344686,1.0,11.100046203763108,0.011052780074773769,0.0
0.4229537610204481,62.03,4.64,9.485354846914978,1.389254867330095,1.0,10.708256809989145,0.0049635088139734105,0.0
0.9942078929393199,81.34,85.29,11.523289990877192,1.619070114556859,1.0,10.878926662081398,0.0072100465415844426,0.0
0.36269410290760584,60.3,1.75,9.386883869616707,1.0900654507770944,1.0,10.626380077406415,0.002309586441113191,0.0
0.7398012596256751,76.44,22.39,8.969321524528818,1.0650299128737568,1.0,10.55649668560351,0.01348781676641634,0.0
0.9578650483881244,76.14,0.98,14.84302569756346,1.9908400471642935,0.0,9.881969994088239,0.004773714196208472,0.0
0.08484787252655801,6.34,60.69,10.578880279960439,0.9861066717312432,1.0,9.602296466283004,0.0017297931093194832,0.0
0.8053943874522229,74.95,16.84,10.727927805138034,1.9243317437815044,1.0,10.479357158629382,0.020803106178600934,0.0
0.5349821259912207,76.34,33.12,10.291114805214226,1.8592997716986057,1.0,9.057849381371263,0.006684964435438903,0.0
0.040970556078769316,2.87,82.77,8.53665837506399,0.7014460762765565,0.0,9.940634037477555,0.0052861597295799445,0.0
0.37664840779275577,61.93,3.41,9.876345689480393,1.4446746434611952,1.0,10.824497838837358,0.008112729019851828,0.0
0.2601704753000045,47.43,15.45,10.369773657439751,1.1210328990427816,1.0,10.733627751588516,0.002633442163889876,0.0
0.5352185276445315,74.06,14.18,12.183484395277167,1.7545407630267085,1.0,9.318982226037072,0.007548925816760777,0.0
0.07479606135992845,6.93,56.91,8.952816848653548,1.0353424087530796,1.0,10.69597626538025,0.009037930841383204,0.0
0.7440558694664534,77.18,47.7,8.229195110026057,1.5405184390304827,1.0,10.879834516373506,0.004846232428729182,0.0
0.1841477189539802,33.17,20.78,9.206553568400706,1.0578322253829886,1.0,10.449866891970279,0.00956839077968224,0.0
0.6909961698887397,78.37,54.95,10.171933344584343,1.249107405540567,1.0,10.690632496817045,0.008474604371256246,0.0
0.16578355306018466,27.97,22.58,10.855311203524442,1.377684536817343,1.0,11.095217769290796,0.004996080386407128,0.0
0.9450833160642327,80.69,76.53,11.762270055277392,1.2194379015289198,1.0,11.534280614708779,0.010156496495517192,0.0
0.4600310369145275,73.27,0.36,12.50388163801668,1.2305675905432996,0.0,10.32463361389042,0.0037223598119555377,0.0
0.7863694548901045,77.23,73.92,9.334104126982176,1.5266239509563357,1.0,9.109391597181844,0.00491436890311805,0.0
0.5379987926214469,73.22,24.33,8.505102308417879,1.5305837780293112,1.0,9.508631947142511,0.012012180198495504,0.0
0.09582275140648788,6.88,33.06,9.404843552811846,0.9204215096970543,1.0,10.374837640502946,0.01470907110833402,0.0
0.8380785863650676,80.5,67.93,10.827837855396865,1.630924480270631,1.0,10.622596968846864,0.012966911282590811,0.0
0.9495914703340171,79.65,29.36,10.61447643994143,1.258243919522568,1.0,10.606008178959366,0.006273825798877007,0.0
0.18154063539469656,36.34,6.06,9.04054289193698,0.9146115165892458,1.0,8.779155924945684,0.005543777720807685,0.0
0.390184182183515,55.0,16.31,14.032295121579924,1.8810138387302073,0.0,11.0593646916936,0.007539913542796467,0.0
0.15396066476266734,25.94,6.35,11.657369429406643,1.078249846595095,1.0,11.071278878971277,0.016781729294900412,0.0
0.8410758531400813,76.04,17.25,11.464388368831692,1.7896579065614924,1.0,8.98865750357645,0.012157628464849178,0.0
0.8976470379396361,79.85,80.16,8.71852138374343,1.0474928911986148,1.0,8.529097090377057,0.004042347853798155,0.0
0.07357665164676275,9.26,51.68,10.684917507917099,0.8270723496725367,1.0,9.983477520275454,0.0059922527487650465,0.0
0.2793353325433001,57.67,10.35,8.153301184931836,2.5650212318725853,1.0,9.926812056607304,0.00411460065051749,0.0
0.7269188948919709,73.96,37.51,8.108061638286856,1.8937301615600481,1.0,10.83855807259696,0.005627783935992902,0.0
0.030044240955715007,2.77,82.69,10.067762113388119,0.7238985196394824,1.0,9.558769149646055,0.002454168145564845,0.0
0.15074815953817466,27.67,20.29,9.747505312581596,0.9606479394802865,1.0,10.75974876353759,0.002369705412897201,0.0
0.29286364909231655,49.55,3.61,11.468273679365385,1.4311936295888854,1.0,10.13476694189418,0.010409488002800699,0.0
0.46634969808078874,70.15,21.66,9.440450576613861,1.8036606311567938,1.0,9.330321887556707,0.006768990822050826,0.0
0.11943036264894513,20.94,38.79,9.30897956646463,0.7707937247221368,1.0,10.322696327466076,0.0016903356350498413,0.0
0.96201901124021,79.8,70.77,10.170839465955055,2.204061956167183,1.0,10.030524444399695,0.012132939939418988,0.0
0.4528224460031869,69.95,21.76,11.512854091519337,1.839224944473022,1.0,9.10065967799204,0.007750986642054618,0.0
0.892854547728206,78.66,3.16,10.025175375269578,1.060246463222235,1.0,10.18724449501959,0.005508242917772281,0.0
0.8361673369619663,81.34,88.95,12.627564351202818,1.392534746665212,1.0,9.441308047738922,0.005347311581830966,0.0
0.7303318720146409,78.81,24.22,14.997449966851343,2.319071089912273,0.0,11.995686425848403,0.0031107568875614272,0.0
0.3663771090413883,61.63,14.85,10.657851186999064,1.649171813352693,1.0,9.033652014613093,0.001275561113567267,0.0
0.7643508547013708,77.28,14.81,11.396592038716346,1.5521502308949953,1.0,8.764738331727754,0.010714063672529214,0.0
0.2637831164845581,52.92,19.04,10.244140940779356,1.300502487816081,1.0,11.630807506533872,0.006457761378448578,0.0
0.002310109813196015,0.74,91.18,10.709606798762955,0.8399786602014792,1.0,10.103092656224934,0.0019486297536039498,0.0
0.6387514047531793,78.76,25.34,7.367252504820843,1.306547545498661,0.0,8.803394388909734,0.0032401464953593128,0.0
0.6033585385943196,73.66,59.12,7.257083975470616,1.8637110660487688,1.0,9.666056744128761,0.009045785903488528,0.0
0.12108225077004553,13.32,16.7,8.071377432178801,1.133068805367466,1.0,9.381271453204338,0.015202229209826465,0.0
0.33727730203262574,63.12,22.12,14.889261970914617,2.68545271434815,1.0,11.028338344696735,0.008211839250568308,0.0
0.47142820324336565,67.62,8.54,6.2102372582735885,1.1309215950790608,0.0,7.905788626361108,0.008071351999923612,0.0
0.925438037195153,80.5,78.01,10.555742359551187,1.695269862970888,1.0,10.02770103154351,0.02078244006873977,1.0
0.5456139601081501,72.62,57.18,8.489792244033236,2.5979094631023023,1.0,9.292591844623706,0.00972809887940614,0.0
0.632059599612653,76.53,28.14,7.906506773981982,1.5595795105159604,1.0,9.581293548753855,0.005178684633930598,0.0
0.16874480309185902,35.25,5.14,11.399312663109253,1.0275551007022294,1.0,10.866782134629002,0.010816337411459478,0.0
0.6556035646443342,71.39,14.34,8.898161548369634,1.0302707446104116,1.0,9.634566343589235,0.003923962478897502,0.0
0.1249870886280231,17.38,42.53,10.676663394823665,1.0209052813956252,1.0,11.21657751443759,0.005390936394567752,0.0
0.795545965681078,75.89,1.89,13.321990592413236,1.4148833988890654,0.0,11.004039223956703,0.005481395666309081,0.0
0.7904600166133067,77.62,5.76,9.431488813731065,1.5259279968551986,1.0,8.922873456227581,0.006293842036031002,0.0
0.6074450791886239,74.6,3.56,7.4365519368056825,2.2159090998579454,1.0,10.07349913253958,0.004321656838537136,0.0
0.652208867020318,77.92,5.26,10.678340210885638,1.5275167612299134,1.0,10.952962340647519,0.002440189327211511,0.0
0.08243151957110917,10.5,54.1,8.965240673286326,1.290037598143788,1.0,9.71550122397082,0.005106186537355773,0.0
0.8572282416493083,79.8,81.41,7.643240922412684,1.5264214447990578,1.0,8.567001291194282,0.003825430035218106,0.0
0.11261303377957033,14.75,31.95,8.256180309257857,1.003756862097304,1.0,10.242536373453191,0.002994113543660079,0.0
0.6124274979712602,77.48,14.58,10.124253005611303,1.117959995604274,1.0,10.668651057077465,0.011513803168098363,0.0
0.3877352952641727,66.24,1.15,11.522377569588809,1.4017052236898042,1.0,10.524252218684738,0.003747302156890534,0.0
0.8505257396293269,77.03,15.47,5.833423655784984,2.309969924127176,1.0,9.752538588569713,0.009719386532340132,0.0
0.5600345155292497,73.91,5.99,12.661572301835974,2.5790587899040847,1.0,11.438903152710237,0.01576439471913094,0.0
0.559930008933797,74.55,45.66,9.12631834088711,1.6833468388546868,1.0,9.995548859066728,0.0049326372982968145,1.0
0.8409700506920064,78.81,56.28,11.349406093645188,1.6357067945627137,1.0,9.369224523810749,0.005705802624405251,0.0
0.5355317885423077,69.9,21.17,10.800715018319094,1.7917537993645403,1.0,11.0999273350609,0.008266188431432769,0.0
0.9386254762568581,81.29,1.07,9.329619628664442,1.8091205753427193,1.0,9.427268942874028,0.009236849187871952,0.0
0.4041481377610142,63.47,9.28,9.5421748986376,1.5331303149274702,1.0,8.564963228411331,0.0024919640298182357,0.0
0.17536544149536715,29.85,17.67,9.308536499189088,1.2167536906595726,1.0,9.104607505144726,0.00936025048550999,0.0
0.4349853372522331,70.74,1.25,8.208902147277255,1.934944521101462,1.0,9.975936412146226,0.011396518872572179,0.0
0.31402907473598274,57.03,3.87,10.534030889558476,1.4344499629173173,1.0,8.68212752106015,0.016118299505660977,0.0
0.9453105479993076,78.42,51.63,10.41714646936669,1.148450307797835,1.0,11.083048342810942,0.007176800106047939,0.0
0.4959752423057241,70.99,22.39,6.347923978322283,1.348338820687181,0.0,6.946591519725463,0.007325494832920142,0.0
0.2775846576332538,48.17,18.54,10.97719913194055,1.5001543480061401,1.0,9.738048375066079,0.01316706824061192,0.0
0.14576944335581188,25.35,27.21,10.126361317705936,1.2351246376648786,1.0,10.878804460607695,0.0059674756850478326,0.0
0.11025085575615146,15.59,37.59,10.573634990341665,1.164664733563447,1.0,9.800847438831758,0.0013821059401347591,0.0
